TimesheetId,EmployeeId,EmployeeName,Grade,Discipline,LineManager,DeliveryUnit,WorkDate,ProjectCode,ProjectName,Hours
TS00847,E022,Employee 22,Senior,BI,Laura Stan,DU Insurance,2026-07-16,PRJ01,Banking App,7.5
TS00848,E022,Employee 22,Senior,BI,Laura Stan,DU Insurance,2026-07-17,PRJ03,Data Lake,0.0
TS00849,E022,Employee 22,Senior,BI,Laura Stan,DU Insurance,2026-07-18,PRJ01,Banking App,4.0
TS00850,E022,Employee 22,Senior,BI,Laura Stan,DU Insurance,2026-07-21,PRJ02,Payments Platform,7.5
TS00851,E022,Employee 22,Senior,BI,Laura Stan,DU Insurance,2026-07-22,PRJ01,Banking App,0.0
TS00852,E022,Employee 22,Senior,BI,Laura Stan,DU Insurance,2026-07-27,PRJ04,CRM Modernization,6.0
TS00853,E022,Employee 22,Senior,BI,Laura Stan,DU Insurance,2026-07-29,PRJ04,CRM Modernization,0.0
TS00854,E022,Employee 22,Senior,BI,Laura Stan,DU Insurance,2026-07-30,PRJ01,Banking App,8.0
TS00855,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-01,PRJ-02,Payments Platform,8.0
TS00856,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-02,PRJ-01,Banking App,7.5
TS00857,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-03,PRJ02,Payments Platform,0.0
TS00858,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-05,PRJ04,CRM Modernization,8.0
TS00859,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-06,PRJ02,Payments Platform,8.0
TS00860,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-07,PRJ02,Payments Platform,8.0
TS00861,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-10,PRJ02,Payments Platform,8.0
TS00862,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-11,PRJ01,Banking App,6.0
TS00863,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-13,PRJ-01,Banking App,7.5
TS00864,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-14,PRJ01,Banking App,8.0
TS00865,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-15,PRJ03,Data Lake,8.0
TS00866,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-16,PRJ03,Data Lake,8.0
TS00867,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-18,PRJ03,Data Lake,7.5
TS00868,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-19,PRJ04,CRM Modernization,8.0
TS00869,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-20,PRJ04,CRM Modernization,8.0
TS00870,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-22,PRJ04,CRM Modernization,8.0
TS00871,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-23,PRJ03,Data Lake,8.0
TS00872,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-25,PRJ01,Banking App,8.0
TS00873,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-26,PRJ01,banking app,4.0
TS00874,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-27,PRJ01,Banking App,0.0
TS00875,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-28,PRJ03,data lake,4.0
TS00876,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-06-29,PRJ02,Payments Platform,8.0
TS00877,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-01,PRJ04,CRM Modernization,0.0
TS00878,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-02,PRJ02,Payments Platform,0.0
TS00879,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-03,PRJ03,Data Lake,8.0
TS00880,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-04,PRJ03,Data Lake,7.5
TS00881,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-05,PRJ03,Data Lake,0.0
TS00882,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-06,PRJ04,CRM Modernization,4.0
TS00883,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-08,PRJ04,CRM Modernization,7.5
TS00884,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-10,PRJ02,Payments Platform,8.0
TS00885,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-11,PRJ01,Banking App,6.0
TS00886,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-12,PRJ03,Data Lake,8.0
TS00887,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-14,PRJ02,Payments Platform,4.0
TS00888,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-15,PRJ04,CRM Modernization,8.0
TS00889,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-17,PRJ02,Payments Platform,4.0
TS00890,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-18,PRJ01,banking app,7.5
TS00891,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-21,PRJ04,CRM Modernization,4.0
TS00892,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-23,PRJ03,Data Lake,0.0
TS00893,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-26,PRJ02,Payments Platform,0.0
TS00894,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-27,PRJ04,CRM Modernization,8.0
TS00895,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-28,PRJ04,CRM Modernization,8.0
TS00896,E023,Employee 23,Senior,Data,Laura Stan,DU Insurance,2026-07-30,PRJ-03,Data Lake,7.5
TS00897,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-06-02,PRJ-03,Data Lake,4.0
TS00898,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-06-05,PRJ01,Banking App,8.0
TS00899,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-06-06,PRJ04,CRM Modernization,7.5
TS00900,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-06-07,PRJ03,Data Lake,6.0
TS00901,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-06-09,PRJ04,CRM Modernization,7.5
TS00902,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-06-17,PRJ03,Data Lake,8.0
TS00903,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-06-18,PRJ01,Banking App,8.0
TS00904,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-06-19,PRJ01,Banking App,8.0
TS00905,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-06-21,PRJ01,Banking App,6.0
TS00906,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-06-22,PRJ03,Data Lake,6.0
TS00907,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-06-23,PRJ01,Banking App,7.5
TS00908,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-06-27,PRJ01,Banking App,4.0
TS00909,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-06-28,PRJ03,Data Lake,6.0
TS00910,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-06-30,PRJ03,Data Lake,7.5
TS00911,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-02,PRJ04,CRM Modernization,8.0
TS00912,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-03,PRJ02,Payments Platform,8.0
TS00913,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-04,PRJ04,CRM Modernization,4.0
TS00914,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-05,PRJ02,Payments Platform,8.0
TS00915,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-06,PRJ02,Payments Platform,4.0
TS00916,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-07,PRJ03,Data Lake,0.0
TS00917,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-10,PRJ03,Data Lake,7.5
TS00918,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-11,PRJ04,CRM Modernization,7.5
TS00919,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-13,PRJ03,Data Lake,6.0
TS00920,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-14,PRJ01,Banking App,4.0
TS00921,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-15,PRJ03,Data Lake,6.0
TS00922,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-16,PRJ03,Data Lake,0.0
TS00923,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-17,PRJ03,data lake,8.0
TS00924,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-19,PRJ02,Payments Platform,4.0
TS00925,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-20,PRJ04,CRM Modernization,6.0
TS00926,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-22,PRJ02,Payments Platform,8.0
TS00927,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-23,PRJ02,Payments Platform,6.0
TS00928,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-26,PRJ04,CRM Modernization,4.0
TS00929,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-28,PRJ02,Payments Platform,6.0
TS00930,E024,Employee 24,Junior,Cloud,Laura Stan,DU Banking,2026-07-29,PRJ02,Payments Platform,6.0
TS00931,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-01,PRJ04,CRM Modernization,6.0
TS00932,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-02,PRJ03,Data Lake,8.0
TS00933,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-03,PRJ03,Data Lake,7.5
TS00933,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-03,PRJ03,Data Lake,7.5
TS00934,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-04,PRJ01,Banking App,6.0
TS00935,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-05,PRJ04,CRM Modernization,0.0
TS00936,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-06,PRJ04,CRM Modernization,8.0
TS00937,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-08,PRJ02,Payments Platform,4.0
TS00938,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-10,PRJ02,Payments Platform,4.0
TS00939,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-11,PRJ01,Banking App,8.0
TS00940,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-12,PRJ04,crm modernization,6.0
TS00941,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-13,PRJ02,Payments Platform,7.5
TS00942,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-14,PRJ03,Data Lake,8.0
TS00943,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-15,PRJ01,Banking App,8.0
TS00944,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-16,PRJ03,Data Lake,8.0
TS00945,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-18,PRJ03,Data Lake,8.0
TS00946,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-19,PRJ03,Data Lake,8.0
TS00947,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-21,PRJ04,CRM Modernization,8.0
TS00948,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-22,PRJ04,crm modernization,8.0
TS00949,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-25,PRJ02,Payments Platform,4.0
TS00950,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-27,PRJ02,Payments Platform,6.0
TS00951,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-28,PRJ04,CRM Modernization,8.0
TS00951,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-28,PRJ04,CRM Modernization,8.0
TS00952,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-06-30,PRJ03,Data Lake,4.0
TS00953,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-07-02,PRJ02,Payments Platform,7.5
TS00954,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-07-07,PRJ03,Data Lake,0.0
TS00955,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-07-08,PRJ03,Data Lake,8.0
TS00956,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-07-09,PRJ01,,8.0
TS00957,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-07-13,PRJ01,Banking App,7.5
TS00958,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-07-14,PRJ04,CRM Modernization,0.0
TS00959,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-07-16,PRJ03,Data Lake,8.0
TS00960,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-07-19,PRJ03,Data Lake,8.0
TS00961,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-07-20,PRJ-02,Payments Platform,8.0
TS00962,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-07-21,PRJ04,CRM Modernization,4.0
TS00963,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-07-22,PRJ01,Banking App,6.0
TS00964,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-07-25,PRJ01,Banking App,8.0
TS00965,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-07-27,PRJ04,CRM Modernization,8.0
TS00966,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-07-29,PRJ04,CRM Modernization,4.0
TS00967,E025,Employee 25,Junior,BI,Mihai Ionescu,DU Payments,2026-07-30,PRJ04,CRM Modernization,8.0
TS00968,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-01,PRJ01,Banking App,8.0
TS00969,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-02,PRJ03,Data Lake,7.5
TS00970,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-03,PRJ03,Data Lake,8.0
TS00971,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-05,PRJ02,Payments Platform,0.0
TS00972,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-06,PRJ01,Banking App,8.0
TS00973,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-09,PRJ04,CRM Modernization,8.0
TS00974,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-10,PRJ03,Data Lake,7.5
TS00975,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-11,PRJ01,Banking App,6.0
TS00976,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-12,PRJ01,Banking App,8.0
TS00977,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-14,PRJ02,Payments Platform,8.0
TS00978,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-16,PRJ02,Payments Platform,6.0
TS00979,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-19,PRJ02,Payments Platform,8.0
TS00980,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-20,PRJ02,Payments Platform,0.0
TS00981,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-21,PRJ02,Payments Platform,8.0
TS00982,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-24,PRJ03,Data Lake,8.0
TS00983,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-25,PRJ04,CRM Modernization,8.0
TS00984,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-27,PRJ02,Payments Platform,8.0
TS00985,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-28,PRJ04,CRM Modernization,8.0
TS00986,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-06-29,PRJ02,Payments Platform,0.0
TS00987,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-07-01,PRJ03,Data Lake,8.0
TS00988,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-07-02,PRJ-02,Payments Platform,8.0
TS00989,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-07-03,PRJ01,Banking App,8.0
TS00990,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-07-10,PRJ02,Payments Platform,6.0
TS00991,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-07-11,PRJ04,CRM Modernization,6.0
TS00992,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-07-13,PRJ02,Payments Platform,0.0
TS00993,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-07-14,PRJ04,CRM Modernization,4.0
TS00994,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-07-15,PRJ04,CRM Modernization,7.5
TS00995,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-07-16,PRJ03,Data Lake,7.5
TS00996,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-07-17,PRJ01,Banking App,8.0
TS00997,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-07-18,PRJ04,CRM Modernization,6.0
TS00998,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-07-20,PRJ03,Data Lake,8.0
TS00999,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-07-21,PRJ04,CRM Modernization,8.0
TS01000,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-07-22,PRJ01,Banking App,6.0
TS01001,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-07-23,PRJ03,Data Lake,8.0
TS01002,E026,Employee 26,Senior,Cloud,Laura Stan,DU Banking,2026-07-24,PRJ03,Data Lake,0.0
TS01003,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-06-01,PRJ03,Data Lake,7.5
TS01004,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-06-03,PRJ02,Payments Platform,8.0
TS01005,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-06-04,PRJ04,CRM Modernization,8.0
TS01006,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-06-05,PRJ04,CRM Modernization,8.0
TS01007,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-06-07,PRJ01,Banking App,8.0
TS01008,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-06-09,PRJ03,data lake,8.0
TS01009,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-06-11,PRJ04,CRM Modernization,6.0
TS01010,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-06-12,PRJ03,Data Lake,8.0
TS01011,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-06-14,PRJ-04,CRM Modernization,7.5
TS01012,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-06-15,PRJ01,,8.0
TS01013,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-06-16,PRJ02,Payments Platform,4.0
TS01014,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-06-19,PRJ02,Payments Platform,8.0
TS01015,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-06-21,PRJ04,crm modernization,8.0
TS01016,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-06-22,PRJ02,Payments Platform,7.5
TS01017,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-06-23,PRJ01,Banking App,4.0
TS01018,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-06-25,PRJ02,Payments Platform,7.5
TS01019,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-06-27,PRJ01,Banking App,0.0
TS01020,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-06-29,PRJ01,Banking App,7.5
TS01021,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-01,PRJ03,Data Lake,8.0
TS01022,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-02,PRJ02,Payments Platform,4.0
TS01023,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-03,PRJ03,Data Lake,8.0
TS01024,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-05,PRJ04,CRM Modernization,8.0
TS01025,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-06,PRJ04,CRM Modernization,8.0
TS01026,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-07,PRJ01,Banking App,0.0
TS01027,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-08,PRJ04,CRM Modernization,4.0
TS01028,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-09,PRJ01,Banking App,4.0
TS01029,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-10,PRJ03,Data Lake,7.5
TS01030,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-12,PRJ02,payments platform,8.0
TS01031,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-13,PRJ01,Banking App,0.0
TS01032,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-15,PRJ01,Banking App,6.0
TS01033,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-16,PRJ04,CRM Modernization,8.0
TS01034,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-18,PRJ02,Payments Platform,4.0
TS01035,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-19,PRJ02,Payments Platform,8.0
TS01036,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-22,PRJ03,Data Lake,4.0
TS01037,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-25,PRJ02,Payments Platform,0.0
TS01038,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-26,PRJ01,Banking App,4.0
TS01039,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-27,PRJ01,Banking App,8.0
TS01040,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-28,PRJ02,Payments Platform,8.0
TS01041,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-29,PRJ01,Banking App,7.5
TS01042,E027,Employee 27,Senior,BI,Alice Popescu,DU Banking,2026-07-30,PRJ03,Data Lake,0.0
TS01043,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-01,PRJ03,Data Lake,8.0
TS01044,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-02,PRJ02,Payments Platform,0.0
TS01045,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-03,PRJ04,CRM Modernization,8.0
TS01046,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-06,PRJ02,Payments Platform,8.0
TS01047,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-07,PRJ04,CRM Modernization,8.0
TS01048,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-08,PRJ04,CRM Modernization,7.5
TS01049,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-10,PRJ02,Payments Platform,7.5
TS01050,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-13,PRJ04,CRM Modernization,8.0
TS01051,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-14,PRJ02,Payments Platform,7.5
TS01052,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-15,PRJ03,Data Lake,8.0
TS01052,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-15,PRJ03,Data Lake,8.0
TS01053,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-18,PRJ04,CRM Modernization,8.0
TS01054,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-19,PRJ01,Banking App,7.5
TS01055,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-20,PRJ04,CRM Modernization,8.0
TS01056,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-21,PRJ03,Data Lake,4.0
TS01057,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-22,PRJ03,Data Lake,4.0
TS01058,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-23,PRJ02,Payments Platform,0.0
TS01059,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-24,PRJ01,Banking App,6.0
TS01060,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-25,PRJ02,Payments Platform,4.0
TS01061,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-28,PRJ03,Data Lake,0.0
TS01062,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-29,PRJ03,Data Lake,4.0
TS01063,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-06-30,PRJ02,payments platform,4.0
TS01064,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-07-01,PRJ03,Data Lake,4.0
TS01065,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-07-02,PRJ01,Banking App,8.0
TS01066,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-07-04,PRJ04,CRM Modernization,4.0
TS01067,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-07-05,PRJ04,CRM Modernization,8.0
TS01068,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-07-07,PRJ01,Banking App,0.0
TS01069,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-07-08,PRJ01,Banking App,8.0
TS01070,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-07-09,PRJ03,Data Lake,8.0
TS01071,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-07-13,PRJ01,Banking App,8.0
TS01072,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-07-17,PRJ01,Banking App,0.0
TS01073,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-07-18,PRJ04,,4.0
TS01074,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-07-20,PRJ03,Data Lake,4.0
TS01075,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-07-21,PRJ04,CRM Modernization,7.5
TS01076,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-07-25,PRJ02,Payments Platform,0.0
TS01077,E028,Employee 28,Junior,BI,Mihai Ionescu,DU Payments,2026-07-26,PRJ02,Payments Platform,6.0
